City ID,Date,Country,City,Lat,Lng,Max Temp,Humidity,Wind Speed,Cloud Cover
261,2020-04-14 23:32:44,DK,Thyborøn,56.7,8.21,44.01,86,1.99,100
262,2020-04-14 23:32:44,UA,Lokachi,50.74,24.65,34.25,78,10.85,25
263,2020-04-14 23:20:23,NZ,Kaitangata,-46.28,169.85,53.01,71,5.99,83
264,2020-04-14 23:32:44,AU,Whyalla,-33.03,137.58,71.6,22,10.29,83
265,2020-04-14 23:29:26,SB,Buala,-8.14,159.59,85.6,73,7.29,46
266,2020-04-14 23:29:51,AU,Karratha,-20.74,116.85,83.32,67,9.42,15
267,2020-04-14 23:21:21,GL,Nanortalik,60.14,-45.24,28.98,93,2.8,38
268,2020-04-14 23:32:44,NO,Øksfjord,70.24,22.35,33.8,69,11.41,75
269,2020-04-14 23:32:44,IT,Naples,40.83,14.25,55.99,66,9.17,69
270,2020-04-14 23:29:30,GB,Truro,50.27,-5.05,48.0,80,5.82,0
271,2020-04-14 23:25:48,US,College,64.86,-147.8,48.2,39,5.82,90
272,2020-04-14 23:32:44,JP,Kaminokawa,36.43,139.92,53.01,42,1.12,20
273,2020-04-14 23:32:44,KZ,Zharkent,44.16,80.0,56.88,46,11.16,100
274,2020-04-14 23:32:44,CA,Inuvik,68.35,-133.72,35.6,69,5.82,90
275,2020-04-14 23:32:44,MY,Kapit,2.02,112.93,78.26,89,1.1,32
276,2020-04-14 23:28:15,MG,Sambava,-14.27,50.17,74.8,84,7.14,55
277,2020-04-14 23:32:44,AF,Dawlatabad,36.41,64.91,50.09,64,1.88,81
278,2020-04-14 23:32:44,ZW,Hwange,-18.37,26.5,69.37,52,0.85,0
279,2020-04-14 23:27:46,BS,Marsh Harbour,26.54,-77.06,76.8,86,13.89,99
280,2020-04-14 23:32:44,BR,Coruripe,-10.13,-36.18,78.93,72,7.96,75
281,2020-04-14 23:32:45,RU,Novobirilyussy,56.95,90.67,40.21,78,0.38,93
282,2020-04-14 23:32:45,IR,Sabzawār,36.21,57.68,47.61,52,6.26,74
283,2020-04-14 23:32:45,PH,Simbahan,6.3,120.58,81.81,69,1.95,11
284,2020-04-14 23:25:42,CA,Norman Wells,65.28,-126.83,35.6,64,20.8,75
285,2020-04-14 23:32:45,NP,Banepā,27.63,85.52,60.8,93,2.24,75
286,2020-04-14 23:32:45,BR,Rio Negro,-26.11,-49.8,56.59,60,3.49,21
287,2020-04-14 23:32:45,RU,Begunitsy,59.59,29.32,32.0,97,4.47,75
288,2020-04-14 23:32:45,SN,Kédougou,12.56,-12.17,84.83,48,4.34,94
289,2020-04-14 23:29:42,AU,Flinders,-34.58,150.86,72.0,46,11.41,52
290,2020-04-14 23:32:45,CA,Shelburne,44.08,-80.2,37.99,59,12.75,20
291,2020-04-14 23:25:11,BR,Belmonte,-15.86,-38.88,75.2,94,5.82,75
292,2020-04-14 23:29:35,MX,Acapulco de Juárez,16.86,-99.89,80.6,78,12.75,5
293,2020-04-14 23:32:45,PE,Pimentel,-6.84,-79.93,73.56,76,10.69,5
294,2020-04-14 23:32:45,MX,Concepción del Oro,24.63,-101.42,74.95,6,11.05,60
295,2020-04-14 23:32:45,ES,Marbella,36.52,-4.89,62.6,93,8.05,75
296,2020-04-14 23:32:45,MX,Tamasopo,21.93,-99.48,73.26,39,10.76,51
297,2020-04-14 23:32:45,OM,Nizwá,22.93,57.53,75.81,40,0.98,74
298,2020-04-14 23:29:33,AU,Geraldton,-28.77,114.6,62.6,77,10.29,75
299,2020-04-14 23:25:07,AU,Port Lincoln,-34.73,135.87,72.34,31,17.9,100
300,2020-04-14 23:32:45,ZA,Mmabatho,-25.85,25.63,55.4,66,4.7,2
301,2020-04-14 23:32:45,ML,Taoudenni,22.68,-3.98,72.59,62,20.92,100
302,2020-04-14 23:32:46,ES,Felanitx,39.47,3.15,59.0,93,2.24,75
